GPA,study_hours_per_day,class_attendance_percent,sleep_hours,screen_time_hours,social_media_hours,gaming_hours,exercise_hours_per_week,exam_preparation_days,extracurricular_hours_per_week,final_exam_score,assignment_score
3.71,3.3,85,5.2,4.4,0,1.4,5,2,5.9,100,100
3.68,3.2,90,8.4,5,2,2,1.6,18,5.6,100,89
3.43,2.2,92,8,7.7,3.1,1.2,2.8,15,5.3,89,97
4,3.5,95,7.6,1,1.2,0,1.2,14,0,100,100
3.2,3.4,99,8.6,4.4,4.3,2.2,3.4,12,4.5,99,82
3.79,3.9,92,7.5,7.2,4.6,0.9,3.1,5,1.1,100,93
3.76,3.6,90,7.5,4.9,1.3,1.3,2.9,20,2.7,100,82
4,4.7,100,8.9,4.7,2.4,1.3,3.3,11,2.1,100,100
3.76,4.9,100,8.3,8,4.3,2.3,4.6,19,3.4,100,96
3.03,1.9,70,6,7,2.8,2.3,4.4,12,4.3,84,84
4,4.8,100,7.8,4.5,0.7,0.7,0.9,11,7.7,100,100
3.47,1.7,91,6.2,5.7,2.6,2.3,1.7,3,5.1,94,100
4,4.4,100,7.6,4.6,1.5,0.5,4.8,8,3.3,100,100
3.87,4.4,98,7.6,6.8,4.5,3.5,1.4,19,2.8,100,100
2.57,0.6,83,5.3,6.6,3.7,0,4,16,7,86,82
3.82,3.6,99,6.9,4.1,2.3,2.3,4.7,15,4.9,100,97
3.7,2.8,90,7.3,5.1,3,1.7,0,15,9.1,100,100
3.62,2.4,100,6.5,4.4,0.8,2.5,2.2,12,2.7,100,93
4,5.5,100,7.4,4.1,1.7,1,4.6,10,6,100,90
3.7,2.5,72,8,7.2,5.1,3.5,2.7,8,2.9,95,78
3.05,2.3,80,7,6.4,2.9,1.1,2.2,10,3.6,85,93
3.78,3.6,96,7.3,7.7,4.2,2.9,4.7,13,5.4,94,96
3.92,4.5,100,8.7,5.8,3.1,0,5.2,8,4.5,95,100
3.32,3.3,79,7.6,7.6,4.8,1.3,1.6,12,2.7,99,80
4,5.2,100,7.2,3.5,0,3.1,6.5,12,4.4,100,98
3.96,4.3,94,5.9,6.7,2.5,1.8,0,11,2.9,93,100
2.71,0.5,74,7.8,8.5,5.3,5,0,4,7.9,86,95
3.74,2.7,81,7.4,5.8,4.2,4.2,2.1,7,4.4,95,89
2.95,2.7,68,8.5,7.5,4.8,0,2.3,11,5.8,84,91
3.92,4.2,84,7.1,5.3,2.8,5.6,2.4,1,4.8,100,95
2.87,0.5,60,4.8,3.7,2,2.6,1.9,17,3.4,71,78
4,7.3,100,5,4.9,1.3,2.2,1.5,18,5.1,100,100
4,4.3,100,7.9,4.9,1.2,0,2.6,16,3.5,100,100
3.5,3.7,86,6.3,7.9,4,2.8,1.8,13,2.5,100,93
3.83,5.3,100,7.5,5.4,3.6,3,4.4,6,4,95,82
4,7,100,7.1,5.9,2.7,1,3.1,14,3.9,100,95
4,4.8,100,6.8,6.6,3.6,3.5,2.6,19,5.6,100,96
3.83,4.9,100,6.9,6.4,3,0,2.9,6,0.9,100,100
3.45,3.7,89,6,7.4,4.2,1.6,5.2,25,0,100,82
3.19,3.3,93,7,7.2,4.2,3.4,2,16,5.6,100,91
3.54,2.8,96,6.3,4,1.2,0.6,0.5,7,2.7,91,95
3.46,2.3,82,6.6,7.5,3.2,1,1,7,0,100,94
3.07,2.5,76,6.6,2.3,0.3,0.8,2.5,9,0,91,94
2.72,1.5,80,6.7,5.8,3,1,4,12,5.5,89,74
3.96,3.4,87,8.1,8,3.7,1.4,4.8,10,3.6,97,95
3.32,1,86,6.8,2.8,0.8,1,6.3,1,6,90,87
3.81,3.8,100,8.2,4.3,2.2,4.8,4.5,5,3.6,100,96
3.95,3.4,94,8.8,6.7,2.8,0.7,1.2,12,1.8,99,95
3.57,3.7,97,8,4.5,3.2,1.2,2.6,13,5.5,94,96
3.59,2.7,95,7.6,6.2,2.4,0.3,0,17,4.8,100,100
4,8.1,100,7.4,3.4,1,0,2.4,9,2.1,100,93
3.85,5.5,100,8,6.2,2.7,2.1,1.8,13,2.1,100,93
3.49,1.6,72,7.1,1.8,0.3,3.5,0,12,5.1,87,84
3.77,3.8,100,8.2,6.9,2.5,4.1,7.2,8,3.2,100,100
3.97,2.6,100,7.7,3.6,2.1,2.5,2.2,15,3.1,100,97
3.27,2,83,6.6,6.5,2.6,1.5,0,14,5.1,98,87
3.16,1.5,77,8.1,3.6,2,3.3,2.5,24,3.1,89,100
3.76,4.1,100,7.1,5.7,0.5,1.4,6.3,17,3.8,100,94
3.37,2.5,77,6.9,5.2,2.3,3.2,6.8,4,2.1,100,82
4,5,96,6.4,9.5,4.2,0.7,3.1,17,2.7,100,86
4,5,97,7.2,6.7,4.7,3.7,3.2,5,7.8,100,100
4,5.6,98,8.2,9,6.5,1.3,5.5,19,3.5,100,100
3.13,2.2,83,8.1,9.8,5.3,3.3,2.7,11,4.9,100,87
4,4.2,100,7.4,2.3,1,3.8,3.9,14,5.1,100,95
3.92,4.4,100,7.7,4.4,2.2,1.8,4.7,19,6,100,100
4,2.8,98,8.5,6.4,2.8,1.6,0.8,14,4.4,100,98
3.31,2.3,87,6.8,4.5,2.7,3.3,6.1,16,4.3,83,96
4,5.9,100,5.7,6.5,2.9,2.5,1.2,9,5.9,100,90
2.97,3.8,90,8.6,9.6,6.4,3.2,1.7,7,0.8,100,88
4,4.5,100,6.4,2.4,1.2,2.6,3.2,12,8.4,100,94
3.4,2.3,82,6.2,5.9,1.7,2,4.9,15,3.3,100,87
3.26,1.7,75,4.8,6.8,5.3,2.6,4.4,11,6.2,94,80
3.43,2.6,73,7.7,5.8,1.9,1.8,2.9,20,1.6,94,93
3.72,3.3,87,5.1,6.6,3.4,0.1,3.6,15,5.2,100,87
3.03,1.9,79,6.1,6.9,4.4,2.1,5.1,10,6,87,97
4,3.5,98,7.7,5.2,3.5,0.9,3,11,4.7,100,100
3.09,1,85,7.9,6.5,3.1,0.5,1.4,9,1.2,78,81
2.77,1.8,75,6.2,6.2,4.2,1.1,1.8,14,4.8,90,79
4,4.5,100,6.8,5.9,1.5,0,4.8,10,7.2,100,100
3.88,4.4,100,6,6.6,2.1,0,1.4,13,6.4,100,100
3.3,2.9,88,6.3,8.6,3.6,2.4,0,20,3.5,100,98
3.49,2,77,7.3,3.3,0,0.8,2.4,14,3.2,88,71
3.13,2,86,6.4,7.4,4.9,1.9,2.8,12,3.2,100,87
3.71,2.9,88,6.7,5.9,3.3,1.3,4.7,11,4.5,95,88
3.92,4.5,94,5.2,5.6,3,2.8,0.1,19,0,100,86
4,4.9,100,8.4,3.7,0.4,0.9,3.7,14,1.6,100,100
3.78,2.8,73,7.6,4.4,0.9,0,5.3,16,8.2,100,92
3.18,1.8,99,8,6.7,2.2,2.6,1.4,9,3.4,83,88
3.51,3.9,99,8.5,7,4,0,3.2,5,1.1,100,100
3.45,2.3,79,6,1.3,0,1.8,0,18,6.2,80,94
3.11,2.7,74,6.6,6.5,4,1.8,4.7,17,8.8,91,82
3.98,5.5,100,4.7,7.2,2.3,2.3,4.6,7,6.6,98,100
4,4.7,100,10,3.6,2.5,4.6,3,16,4.9,100,100
3.77,3.7,98,6.8,7.1,3.2,1,0.3,19,0.2,100,94
3.25,1.6,87,8.2,5.7,3.2,2.1,4.3,10,5.4,100,92
3.95,3.8,87,5.5,3.6,1.7,2.3,2.5,12,3.1,100,100
3.95,5.1,100,8.2,7.2,3.7,1.6,0,22,3.3,100,94
4,2.9,100,9.2,4.9,0,0.4,4.6,18,0.9,100,100
4,5.5,100,6.9,5.5,2.1,0,5.3,8,1.8,100,100
3.92,5.4,100,5.8,5.7,3,0.6,5.7,9,5.6,100,100
4,6,100,6.8,3.7,2.3,0,0.4,11,5,100,86
3.21,4,98,4.3,3,0.1,0,0,13,5.1,84,84
4,4.4,92,7,5.3,3.9,1.6,2.2,15,2.4,100,92
4,5.6,100,8,3.5,0.9,0,4,6,3.7,100,95
4,4.2,99,7,5.6,2.7,2.3,1.1,9,3.9,100,100
3.25,2.7,81,6.7,3.2,3,0,0,3,2.1,88,100
3.29,2.8,93,7.6,7.5,2.8,2.6,4.4,16,6.4,100,83
3.82,3.9,96,7.7,6.1,4.6,0.2,2.3,12,3.8,94,93
3.05,1.6,88,5,5.5,2.7,2.4,4.2,11,3.8,93,97
3.76,3.3,92,7.1,7,3.4,1.8,3,10,2.4,100,98
4,5.1,100,9.9,7.3,2.7,2.2,2.7,11,6.2,100,100
2.09,0.5,62,5.4,5.7,3.7,1,2.9,14,1.9,65,72
4,5.8,93,6.9,4.9,4.9,0.9,2.3,6,3.4,100,97
3.56,5.2,100,9.3,7.3,3,3.8,2.1,8,4.3,100,100
4,2.8,98,8.3,5.5,4,0.2,0.8,7,0.9,100,96
3.67,4.3,90,6.4,8.4,5,0.5,4,1,2.9,94,89
3.18,3.5,74,7.2,8.3,4.8,0,5.5,21,5.3,100,87
3.72,5.3,100,7,1.3,2.2,0.6,2,15,7.7,100,92
4,5,100,6.1,5.5,4.4,0,6.7,8,8.8,100,100
3.14,1.4,76,6.9,5.6,3.2,3.7,3.8,13,2,94,89
3.75,4.4,100,6.7,4.4,4.5,2.4,3.5,6,4.5,100,100
3.47,3.2,89,7.1,5.1,3.7,0.7,4.3,15,5.9,100,81
3.8,3.6,93,6.1,6.3,3.2,2.5,5,24,4.1,94,100
2.44,2.4,68,5.5,6.4,3.5,0,2.1,17,5.4,88,74
4,6.1,100,7,6.6,3.2,0.1,4.1,2,0.1,100,100
4,5.1,93,9.1,6.7,3.2,2.4,5.1,4,2.9,100,96
3.51,2.4,100,7.1,3.6,2.6,0,2.2,5,0.8,98,94
3.45,1.5,93,6.6,3.9,2.4,0.7,3,10,2.4,93,100
2.88,2.9,65,7.9,9.3,5.4,2.7,1.5,12,0,89,70
3.83,4.2,100,6.8,8.3,3.5,2,2,19,0.7,100,91
4,3.9,100,9.2,3.7,1.9,0,2.3,5,3.7,100,89
4,5.4,100,7,5.7,2.4,1,1.2,12,4.1,100,100
3.72,4.7,88,7.8,8.4,4.4,0.7,2.9,1,7.1,100,98
4,5,100,6.1,5,1.7,0.6,3.7,7,5.2,100,100
4,4,93,7.6,3.3,0.6,0.7,3.9,5,0.7,100,99
3.04,1.4,77,7.3,2.9,0.7,3.1,1.4,1,2.4,95,77
4,3.2,100,6.9,5.6,0.2,0.5,1.8,16,6.9,100,100
4,5.1,100,6.4,4,0.9,3,4.7,9,3.5,100,98
3.43,3.4,100,6.2,4.5,1,2.6,1.8,13,1.3,100,87
3.73,4.3,91,7.3,8.3,4.9,2.8,4.6,5,4,100,97
3.5,3,86,7.8,4.7,2.7,2.2,1.5,18,4.9,100,94
3.65,2,70,6.8,5.4,2.3,2.2,3.8,7,7.1,88,92
4,3.3,100,7.3,3.2,0.6,1.8,4.5,18,5.3,100,100
3.79,4,100,7,5.2,2.6,0.8,0,17,5.6,100,96
3.38,2.5,100,7.1,3.6,0.2,3.6,4.7,13,0,85,99
3.96,3.1,91,6.8,4.1,2.2,1,5.6,14,0,100,93
3.17,2.1,81,7,7.5,5.9,1.4,2.4,7,2.8,88,94
4,5.2,100,10,7.4,3.8,2.4,3.7,4,5.5,100,100
3.32,3.1,99,7.4,4.9,2.5,2.1,1.3,13,4.9,100,100
4,5.7,100,7.8,6.4,3.8,0,3.7,13,5.9,100,100
4,5.8,100,7.5,2.7,2,1.3,7.9,10,4.8,100,100
3.55,3.4,90,6.7,5.8,1.6,1.2,0,8,5.3,91,100
3.1,2,78,8.6,9,5.4,3.2,2,8,5.8,98,86
2.36,0.5,74,6.7,4.9,1.1,2.1,4.6,5,5.6,74,68
3.3,1.3,87,8.3,5.8,2.3,3.8,5.5,17,3.5,100,96
3.38,1.4,76,6.6,4.5,3.3,1.4,0.2,9,2.5,83,81
4,5.6,100,5.8,4.7,1.4,1.4,1.7,7,1,100,100
3.7,3.7,86,7.4,6.1,3.8,1.4,1.8,15,4.6,100,82
3.55,4.1,86,5.7,4.1,2.3,2.1,1.7,9,5.5,90,100
2.37,0.5,70,7.6,7.4,3.8,5.1,2.8,9,4.7,71,92
3.2,1.7,84,5.6,8.7,3.7,1.6,0.1,18,5.3,100,91
4,4.8,100,6.6,7.2,2.4,0.3,2.5,6,5,100,96
3.55,3.9,92,5.3,9.1,5.4,1.9,1.1,7,6.1,100,94
3.58,3.3,91,10,4.8,1.8,0.6,2.9,3,3.1,100,99
3.55,4.3,81,5,7.5,4.8,0.8,1.6,12,4.3,94,96
4,6,100,7,6.5,4.6,1.8,2.7,9,3.2,100,93
3.39,3.2,98,8.4,8.2,5.5,3.9,0.9,21,5.5,100,100
3.33,3.6,100,8.2,7.2,3.1,1.1,4.9,9,2.7,89,87
4,3.8,94,8,6.8,1.6,1.9,2.3,15,1.7,100,92
3.55,7.1,100,6.6,7.9,5.9,1.5,3,8,3.2,100,91
3.3,0.5,60,8.6,2.9,2.3,2.4,2.7,16,5.4,84,87
4,4.5,100,8.1,4,1.6,0,3,19,0.4,100,100
4,3.3,94,7.3,6.6,2.5,1.1,3,9,2.5,100,97
3.84,4.4,100,7.3,6.8,1.3,1.3,4.6,11,3.9,100,100
3.42,2.5,88,6.6,8.2,3.6,1.8,2.4,11,3.7,100,90
3.17,3.4,90,5.9,6.4,1.9,2.5,1.6,13,1.9,99,89
4,4.6,92,8.5,4.4,2.4,3.3,3.1,17,2.2,100,95
4,8.2,100,8.6,6.3,4.3,1.6,1.8,9,3.6,100,100
3.97,4.7,99,5.9,5.1,3.7,3.5,2.9,17,5.9,100,94
3.62,2.2,91,6.8,5,2.8,2.5,0.9,13,6,100,92
3.2,2.9,99,6.8,7.2,3.1,3,5.1,20,2.9,100,95
3.61,2.8,81,7,7.7,2.8,2.1,1.4,14,4.2,86,100
3.6,0.8,89,7.1,5.6,2.2,1.9,5.4,5,0.8,86,78
3.47,3,88,8.1,5.5,2.8,3.3,2.9,16,4.8,93,93
3.97,4.6,93,6.1,5.2,3.5,2.1,4.7,12,3.4,91,99
3.21,1.6,75,6,5.5,2.6,2.2,1.5,11,3.8,100,80
3.87,5.1,90,8.5,6.6,3.4,0.3,0,15,7.8,100,91
3.9,4.2,96,6.4,2.7,1.5,1.5,0,8,4.3,100,90
4,2.4,94,5.5,6,1.9,1.1,8,11,4.4,100,100
3.93,3.3,96,6.4,4.2,1.7,2.7,1.8,9,1.9,100,86
4,5.9,100,6.6,6,2,2.2,5.2,15,4.1,100,92
3.98,4.6,100,8.9,7.7,4.7,2.3,0.4,10,0.1,100,94
3.87,3.5,100,8.1,7.3,3.9,1.2,3.4,13,4.3,100,94
3.86,3.1,89,8.4,3.4,1.2,1,3.7,13,5.4,94,95
4,3.6,100,8,6.1,3.5,1.9,8.7,14,4.2,100,95
3.42,2.7,91,8.1,6,2.2,3.1,2.4,10,5.8,100,91
2.48,0.5,66,6.2,4.6,1.8,0.3,1.6,18,1.1,75,69
4,6.6,100,6.8,2.3,0.6,0.9,3.7,17,3.5,100,88
3.94,3.7,90,5.8,7.4,4.3,4.1,1.2,21,5.9,100,98
3.45,4.1,94,6.7,4.3,0.8,0.2,3.8,7,2.6,100,100
3.7,3.4,85,7.8,7.3,2.7,3,2.9,13,5.5,100,94
3.42,2.4,85,7.2,5.8,1.4,0,1.5,4,6.3,89,90
3.76,3.2,88,8.6,6.9,4,0.7,4,6,2,90,94
2.85,1.1,84,5.6,4.6,2.3,2.6,3.2,16,3.5,88,82
4,6.9,100,7.6,5.3,2.6,0.8,4.5,11,1.5,100,100
2.98,1.6,74,5.5,5,2.6,1,6.3,7,3.1,76,94
3.83,2,91,7.1,6.9,3.3,0,2,16,3.2,98,100
3.57,2.8,100,7.9,7,2.8,0.3,2.2,14,3.4,98,100
4,5.4,99,6.7,7.2,2.7,0,0.3,1,4.8,100,100
3.77,3.5,86,7.7,4.5,2,0,4,18,3.9,100,97
3.27,1.6,86,5.8,2.8,0.4,2.4,1.7,12,4.6,76,88
3.75,5.4,100,5,3.6,1.1,0,3.7,9,4.8,100,99
4,4.6,95,7.7,4.6,3.9,1.9,5.3,5,3.6,100,100
3.93,4.3,100,9.1,3.9,2.3,1.4,1.6,14,5,100,100
4,4.6,98,5.8,4.8,1.8,0.1,2.1,10,2.7,100,100
4,7.1,100,8.5,4.2,0.7,0,5,11,5.9,100,100
4,6.8,100,7.1,3.8,0.2,2.3,4.4,12,2.8,100,94
3.17,2.5,86,5.4,3.8,1.7,2.4,4.2,15,2.8,95,100
4,5.9,100,5.6,6.5,4.1,3,2.2,13,3.5,100,98
3.72,4.1,100,7,4.7,2,1.3,0.1,20,2.3,100,100
3.82,4.2,90,6.5,5.9,3.4,0.9,1.6,3,4.2,98,94
2.91,1,66,5.4,5.7,1.9,0,1,9,3.3,95,86
3.22,3.2,81,5,5.2,3.8,1.5,4.2,17,5.7,100,87
3.04,2.3,85,6,3.9,2.3,0,3.6,22,0.8,88,89
4,4.7,100,7.2,3.6,1,0.8,1.8,18,2,100,100
4,5.1,93,7,3.8,2.4,1.1,2.1,15,2.8,100,97
2.23,0.5,65,6.4,6.3,5.6,0.2,4,16,3,84,69
3.43,3.5,98,7.2,6.7,5.5,3.3,2.4,16,4.1,100,98
3.91,5.2,100,8.2,6.2,3.5,4.7,1.8,9,7.9,100,100
3.83,3.2,100,7.5,6.4,2.6,3.4,7,15,3.2,100,95
4,4.6,87,6.9,7.1,3.3,3.3,1.9,7,2.3,100,95
4,4,96,8.1,8.2,3.3,2.1,4.3,13,6.4,100,100
3.44,4,95,5.8,5.8,2.7,2.7,3.8,10,1.9,100,95
3.57,3.1,93,6.7,6.8,3.5,2.5,0,14,6.7,100,95
3.31,1.7,72,6.8,5.8,3.1,1,1.6,9,5,92,100
3.32,1.8,82,5.5,5.1,2.3,3.1,4.6,12,4.2,94,78
4,4.6,100,6.5,6.5,1,0.8,2.7,7,9.3,100,94
3.1,3.5,89,4.5,5.4,2.1,3,0.1,10,2.5,96,93
4,3.3,97,9.3,7.4,4,2.6,3.8,18,1.7,100,97
3.63,2.9,89,5.9,4.4,2.8,1.3,1.8,3,0,96,89
3.47,3,87,8.9,6.8,3.3,0,3.9,12,3.5,93,78
4,5.1,100,7,6.2,2.4,2.5,8.4,19,2.7,100,93
3.3,3,84,7.7,5.5,1.2,0.3,3.8,16,3,97,84
3.38,1.5,67,6.4,6.2,2.4,2.1,4.2,12,6.1,84,86
4,4.6,100,7.2,4.1,1.3,1.9,2.5,16,4.7,100,100
3.72,3.2,80,7.8,4,1.2,1.7,0.8,8,2.5,100,95
3.68,3.5,89,7.8,7.5,4.6,1.8,5,16,6.4,100,100
3.97,5.9,100,7.9,5.3,2.2,1.2,1.8,18,4.8,100,98
4,3.5,94,6.6,6.2,1.7,0.4,2.5,13,6,90,100
3.81,3.9,100,6.4,9.5,5.2,2.2,6.6,17,2.3,100,97
2.54,1.7,78,5.1,7.9,4,4.1,2.3,7,3.8,71,73
3.66,3.2,91,7.6,7.6,2.2,2.8,5.4,6,3.2,99,100
4,4.4,100,8.3,3.2,3.4,2.4,3.8,16,4.8,100,93
3.19,1.2,71,8.9,4.8,2.4,0.9,1.9,24,7.8,96,92
3.82,3.8,100,7.4,4.8,1.8,5.1,3.7,12,1.7,100,98
3.98,3.7,87,6.1,5.7,3.5,2.2,1.6,16,6.1,100,100
3.98,3.6,99,5,4.2,2.3,1.9,4.8,1,4.8,100,98
4,5.1,100,8.3,3.8,2.9,2.5,5.5,15,3.4,100,100
3.56,4,94,4.8,6.9,4.3,0.2,3.1,10,5.1,100,100
4,5.7,100,6.6,8.3,4.2,1.8,5.7,22,1.6,100,100
3.7,2,74,6.7,5.9,2,2.6,3.3,16,5,100,98
3.15,3.7,83,6.9,5.6,3.5,1.6,4.8,12,1.9,100,88
4,3.6,83,7,4.4,1.1,0,8.9,9,4,100,100
3.3,1.9,78,7.2,8.1,3.5,2.5,8,18,0,91,86
3.5,4.9,92,4.1,4.2,3,1.2,2.6,19,3.7,96,92
4,7,100,7,6.2,3.4,3.1,3.6,8,4.2,100,100
3.22,3.5,80,4.3,5.7,2.4,1.5,0.9,18,4.6,92,91
3.55,4.3,100,7.9,8.9,5.9,0.4,4.6,17,1.8,100,92
3.98,3.6,87,6.3,5.4,1.4,1.8,3.8,13,4,92,98
3.35,2.4,70,4.4,5.5,4.3,1.7,1.5,16,3.5,87,89
2.37,0.8,63,6,3.1,1.3,2.7,5.4,15,4.9,72,87
3.7,2.4,82,6.3,7.4,3.6,2.1,2.5,7,5.2,83,87
3.11,1.4,77,8.4,4.7,3.7,0.6,2,14,5,85,90
4,6.1,100,7.2,6.9,2.9,2.2,3.8,11,4.3,100,100
3.5,3.3,97,7.4,5.6,2.1,2.7,2.1,7,2.9,100,92
3.85,3,100,8.4,6.9,3,0.5,2.9,8,6.9,100,100
4,4.8,92,6.9,5.6,3.2,1.8,6.5,4,2.5,100,94
2.81,1.8,78,7.9,9.1,5.5,0.1,1.8,3,6.5,94,92
3.88,2.3,96,7.8,3.1,1.5,3.4,4.4,9,0,100,100
3.8,3.6,83,5.5,4.5,2,2.8,1.8,18,1.8,100,100
4,5,100,8.8,6.2,3.2,0.9,1.1,6,3.2,100,99
3.6,4.3,100,5.3,4.3,2.4,0.8,2.8,6,6.2,97,96
3.97,3.9,98,8.1,5.9,2.6,1.4,8.4,22,2.3,100,97
3.8,3.6,78,5.2,6,4.4,1.4,4.6,7,5.6,96,98
4,4.1,96,7.7,3.3,0,1.2,3.9,12,4.1,100,100
4,3.8,100,9.2,7,1.9,1.4,2,15,4.6,100,99
3.05,2,92,6.7,1.7,0.2,0.1,2.2,11,3.1,75,97
3.68,3.6,82,6.7,4,1,0.1,0,12,3.6,100,93
2.84,1.9,68,7.7,7.5,6.4,0.1,6.6,8,3,94,87
3.35,3.6,92,6.6,5.7,3.7,1.8,3.5,9,6.4,100,90
3.37,2.8,78,9.2,8,4.2,2.9,3.4,14,5,83,89
4,7.3,100,7.2,5.2,2.7,4.3,3.4,6,2.1,100,93
3.32,3.4,93,6.6,7.8,3.9,3.6,7.2,19,7.1,100,93
3.19,1.4,81,6.4,3.6,0.2,0.5,3.6,3,4.4,86,95
3.56,3.3,80,5.9,7.3,4.4,3.1,2.6,13,4,98,100
3.8,4.3,100,6.2,3.4,1.6,1.7,6.6,7,2.4,100,90
4,6,100,6.6,5.8,2,2.2,2.7,14,4.5,100,90
3.14,2.6,76,6.4,7,3.6,3.6,0,7,2.9,92,89
2.62,1.1,76,6.2,4.5,3.3,3.2,0,15,2.1,99,77
4,4.7,100,9.5,4.7,2.9,0.7,2.6,16,1.1,100,100
3.33,1.4,84,5.8,1,0.8,1.1,3.6,17,4.5,96,89
2.92,2.8,90,7.2,4.3,2.9,1.4,4.6,10,2.7,84,85
3.04,3.1,90,7.7,6.8,4.2,1.7,1.2,20,6,93,87
3.65,3.4,94,7.8,3.7,2,2,2.5,12,6.5,100,100
3.65,4.5,93,6.9,6.8,4.8,3.5,1.4,12,2,100,94
3.74,2.5,94,6.7,6.2,1.5,1.4,5.2,15,5.6,98,93
3.64,3.1,90,7.5,7,2.8,1,5.6,4,6.7,100,88
3.44,3.5,93,7.3,7.3,5.1,1.7,6.9,11,6.3,99,98
3.88,3.7,100,6.7,5.8,1.8,0.8,3.7,14,7.3,100,100
3.27,3.6,79,5.1,8.9,4.4,3.5,6.7,9,2.3,99,83
3.36,4.2,88,6.4,9.5,5.8,0,1.6,12,4.2,98,85
3.71,4.8,98,5.6,6.5,3.1,0,3.4,20,0.5,100,99
4,4.1,98,6.2,6.3,2,0.4,0.9,8,6,96,100
3.75,4.2,100,7,5.5,1.6,0,4.1,16,4.6,100,95
2.67,1.1,74,7.4,6.3,4.8,1.9,3.6,9,4.8,90,73
3.82,3.6,94,9.1,7.5,4.7,0,0,12,2.3,100,95
3.99,4.2,89,6.4,7.3,5,4.2,5.2,15,3.3,100,94
4,4.6,100,7.9,7.2,2.8,1.8,4.7,16,1.9,100,100
3.4,2.5,86,7.4,6.7,4.4,1.1,1.9,14,1.2,98,81
4,2.5,88,8.6,4.8,2.7,0,3.6,16,4.4,89,100
3.76,2.6,87,7.7,5.7,1.5,1.7,0,11,5.2,100,92
3.32,4.3,95,5.8,7.8,4.5,3.8,1.5,10,2.2,100,94
4,5.1,95,4.9,10.8,5.3,0,6.3,17,5.1,100,100
3.72,2.9,80,7.4,3.3,1.3,2.5,0.7,3,5.2,100,83
4,4.9,97,6.4,3.6,1.2,0.4,3,10,0.6,100,100
3.42,3.7,100,5.8,7.2,2.9,3,0.2,11,1.9,100,95
3.49,3.3,89,5.5,5.7,4.2,0.5,3.7,13,6.4,91,92
3.56,3.2,89,7.2,5.7,1.1,3.5,4.1,17,6.5,94,92
4,4.6,100,8.8,4.7,3.1,2.3,4.4,13,5.4,100,100
3.77,4,90,6.5,5.6,1.9,0.2,3.9,11,4.4,100,93
4,6.9,100,7.7,4.7,3.9,0.3,5.9,16,3.6,100,100
3.21,2.2,94,6.9,4.7,1.6,1.2,1.9,13,3,100,87
3.41,4.3,92,5.5,5.4,4,0.1,0.9,13,1.6,100,93
3.81,2.7,96,7.9,7.9,2.6,0,1.8,20,6.3,97,99
3.31,2.2,97,5.7,3.1,1.4,3.1,0.3,17,3.6,99,95
3.58,3.5,90,7,4.9,2.9,0,3.2,25,2.4,100,96
3.83,3.7,89,6.6,3.6,0,3.6,2.7,2,1.3,100,89
4,7.9,100,8.1,4.3,2,0.9,4,18,4.2,100,86
2.95,3.2,81,5.7,7.1,3.3,2.1,0,19,4.5,100,86
2.99,1.8,87,7.5,2.2,0.1,4.5,3,9,1.7,87,100
4,3.9,100,6,2.1,0,2.4,5.4,11,1,100,98
3.45,0.5,91,6.4,3,0,0.7,4.1,12,3.1,87,87
3.53,3.4,84,3.5,6.3,4.8,3.8,0,10,6.4,89,80
3.55,3.5,94,9.5,6.2,2.7,0,3,10,6,100,85
4,4.7,100,7.7,6.1,2,1.8,1.5,29,3,100,100
3.9,5,100,6.1,7.9,4.2,3.2,3,12,4.6,100,87
2.97,2.7,96,5.7,6,2.2,0.9,2.2,15,2.5,95,95
3.65,3.3,82,6.4,3.9,3.2,0.1,6.5,14,5.2,100,82
3.43,2.4,97,7.9,5.2,2.8,0,3.2,12,3.2,100,100
3.62,1.8,96,4.7,4.8,2.1,1.4,3.6,6,6.2,99,100
3.55,4,100,6.8,7.9,3.2,0,2.9,17,3.9,99,88
3.72,1.6,93,9.1,6.3,4,0,3.9,12,1.3,76,84
2.97,2.9,83,5.6,2.7,2.5,0.7,2.6,4,0.5,79,91
3.37,2,98,7.1,3.9,2.1,0.9,4.5,13,1.5,94,98
4,4.3,100,9.6,4.5,2.3,1.9,2.2,14,5.9,100,99
4,6.2,100,7.8,1,0,1.1,5.8,18,1.3,100,100
2.54,1.5,75,7.2,7.4,3.2,0.6,4,5,3.4,82,78
3.15,0.7,73,7.6,2.1,1,3.1,2.7,11,6.8,84,77
3.84,3.3,89,6.5,7.2,3.7,2,4.7,9,5.9,100,100
3.78,3.5,87,8.6,4.4,2.7,3.9,4,8,2.2,100,99
3.63,3.8,88,6.5,7.8,3,1.5,4.7,13,1.3,100,90
2.53,2.8,73,4.6,6.6,3.9,0,3.2,10,5.9,82,72
3.78,3.2,100,6.5,3.8,1.4,0.6,2.5,15,9.1,100,97
3.7,4.1,100,5.8,7,3.4,0,3.3,8,3.3,100,90
3.87,5.1,100,6.7,5,3.2,1.7,2,11,1.9,100,87
2.78,0.6,72,6.7,6.2,2.5,1.7,5,13,6.3,92,83
3.68,2.9,95,8.4,3.8,1.4,0,5.9,14,6.1,100,96
3.94,3.8,100,7.8,6,3.7,1.2,4.2,13,2.5,94,100
3.22,2.1,71,7.3,6.8,3.9,2.1,5.8,12,3.3,90,88
